session_id,image_id,rating,updated_at
bbff5150-e0e4-425f-b177-5b9aa44c0d49,158,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,159,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,160,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,161,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,162,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,163,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,164,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,165,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,166,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,167,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,168,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,169,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,170,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,171,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,172,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,173,true,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,174,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,175,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,176,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,177,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,178,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,179,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,180,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,181,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,182,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,183,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,184,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,185,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,186,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,187,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,188,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,189,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,190,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,191,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,192,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,193,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,194,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,195,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,196,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,197,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,198,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,199,false,2026-07-09 13:14:22.80807+00
bbff5150-e0e4-425f-b177-5b9aa44c0d49,200,false,2026-07-09 13:14:22.80807+00
